source,target,distance,weight
63,53,360.4040173081758,0.3132369532453631
63,73,360.4040173081758,0.3132369532453631
63,61,500.29254627251066,0.10680119211627108
63,43,518.9138569277711,0.09013964928258439
63,85,518.913856928004,0.09013964928238977
64,65,250.14627313625533,0.571668187562111
64,55,259.45692846388556,0.5479349036040778
64,75,259.4569284641184,0.5479349036034862
64,56,360.4040173081758,0.3132369532453631
64,76,360.4040173083434,0.313236953245025
64,66,500.29254627251066,0.10680119211627108
64,86,518.9138569275383,0.0901396492827791
64,44,518.9138569277711,0.09013964928258439
65,64,250.14627313625533,0.571668187562111
65,66,250.14627313625533,0.571668187562111
65,56,259.45692846388556,0.5479349036040778
65,76,259.4569284641184,0.5479349036034862
65,55,360.4040173081758,0.3132369532453631
65,57,360.4040173081758,0.3132369532453631
65,77,360.4040173083434,0.313236953245025
65,75,360.4040173083434,0.313236953245025
66,67,250.14627313625533,0.571668187562111
66,65,250.14627313625533,0.571668187562111
66,57,259.45692846388556,0.5479349036040778
66,77,259.4569284641184,0.5479349036034862
66,56,360.4040173081758,0.3132369532453631
66,58,360.4040173081758,0.3132369532453631
66,78,360.4040173083434,0.313236953245025
66,76,360.4040173083434,0.313236953245025
67,68,250.14627313625533,0.571668187562111
67,66,250.14627313625533,0.571668187562111
67,58,259.45692846388556,0.5479349036040778
67,78,259.4569284641184,0.5479349036034862
67,57,360.4040173081758,0.3132369532453631
67,59,360.4040173081758,0.3132369532453631
67,79,360.4040173083434,0.313236953245025
67,77,360.4040173083434,0.313236953245025
68,67,250.14627313625533,0.571668187562111
68,69,250.14627313625533,0.571668187562111
68,59,259.45692846388556,0.5479349036040778
68,79,259.4569284641184,0.5479349036034862
68,58,360.4040173081758,0.3132369532453631
68,60,360.4040173081758,0.3132369532453631
68,80,360.4040173083434,0.313236953245025
68,78,360.4040173083434,0.313236953245025
69,70,250.14627313613892,0.5716681875624086
69,68,250.14627313625533,0.571668187562111
69,60,259.45692846388556,0.5479349036040778
69,80,259.4569284641184,0.5479349036034862
69,59,360.4040173081758,0.3132369532453631
69,81,360.4040173082626,0.313236953245188
69,79,360.4040173083434,0.313236953245025
69,71,500.29254627239425,0.10680119211638225
70,69,250.14627313613892,0.5716681875624086
70,71,250.14627313625533,0.571668187562111
70,81,259.4569284641184,0.5479349036034862
70,60,360.404017308095,0.3132369532455262
70,80,360.4040173082626,0.313236953245188
70,82,360.4040173083434,0.313236953245025
70,68,500.29254627239425,0.10680119211638225
70,72,500.29254627251066,0.10680119211627108
71,70,250.14627313625533,0.571668187562111
71,72,250.14627313625533,0.571668187562111
71,82,259.4569284641184,0.5479349036034862
71,61,360.4040173081758,0.3132369532453631
71,81,360.4040173083434,0.313236953245025
71,83,360.4040173083434,0.313236953245025
71,69,500.29254627239425,0.10680119211638225
71,73,500.29254627251066,0.10680119211627108
72,73,250.14627313625533,0.571668187562111
72,71,250.14627313625533,0.571668187562111
72,61,259.45692846388556,0.5479349036040778
72,83,259.4569284641184,0.5479349036034862
72,62,360.4040173081758,0.3132369532453631
72,82,360.4040173083434,0.313236953245025
72,84,360.4040173083434,0.313236953245025
72,74,500.29254627251066,0.10680119211627108
73,72,250.14627313625533,0.571668187562111
73,74,250.14627313625533,0.571668187562111
73,62,259.45692846388556,0.5479349036040778
73,84,259.4569284641184,0.5479349036034862
73,63,360.4040173081758,0.3132369532453631
73,61,360.4040173081758,0.3132369532453631
73,85,360.4040173083434,0.313236953245025
73,83,360.4040173083434,0.313236953245025
74,73,250.14627313625533,0.571668187562111
74,63,259.45692846388556,0.5479349036040778
74,85,259.4569284641184,0.5479349036034862
74,62,360.4040173081758,0.3132369532453631
74,84,360.4040173083434,0.313236953245025
74,72,500.29254627251066,0.10680119211627108
74,96,518.9138569275383,0.0901396492827791
74,54,518.9138569277711,0.09013964928258439
75,76,250.14627313625533,0.571668187562111
75,86,259.4569284634199,0.5479349036052611
75,64,259.4569284641184,0.5479349036034862
75,87,360.40401730784055,0.3132369532460396
75,65,360.4040173083434,0.313236953245025
75,77,500.29254627251066,0.10680119211627108
75,97,518.9138569275383,0.0901396492827791
75,55,518.913856928004,0.09013964928238977
76,75,250.14627313625533,0.571668187562111
76,77,250.14627313625533,0.571668187562111
76,87,259.4569284634199,0.5479349036052611
76,65,259.4569284641184,0.5479349036034862
76,88,360.40401730784055,0.3132369532460396
76,86,360.40401730784055,0.3132369532460396
76,64,360.4040173083434,0.313236953245025
76,66,360.4040173083434,0.313236953245025
77,76,250.14627313625533,0.571668187562111
77,78,250.14627313625533,0.571668187562111
77,88,259.4569284634199,0.5479349036052611
77,66,259.4569284641184,0.5479349036034862
77,89,360.40401730784055,0.3132369532460396
77,87,360.40401730784055,0.3132369532460396
77,67,360.4040173083434,0.313236953245025
77,65,360.4040173083434,0.313236953245025
78,79,250.14627313625533,0.571668187562111
78,77,250.14627313625533,0.571668187562111
78,89,259.4569284634199,0.5479349036052611
78,67,259.4569284641184,0.5479349036034862
78,90,360.40401730784055,0.3132369532460396
78,88,360.40401730784055,0.3132369532460396
78,68,360.4040173083434,0.313236953245025
78,66,360.4040173083434,0.313236953245025
79,80,250.14627313625533,0.571668187562111
79,78,250.14627313625533,0.571668187562111
79,90,259.4569284634199,0.5479349036052611
79,68,259.4569284641184,0.5479349036034862
79,91,360.40401730784055,0.3132369532460396
79,89,360.40401730784055,0.3132369532460396
79,69,360.4040173083434,0.313236953245025
79,67,360.4040173083434,0.313236953245025
80,81,250.14627313613892,0.5716681875624086
80,79,250.14627313625533,0.571668187562111
80,91,259.4569284634199,0.5479349036052611
80,69,259.4569284641184,0.5479349036034862
80,92,360.4040173077598,0.3132369532462026
80,90,360.40401730784055,0.3132369532460396
80,70,360.4040173082626,0.313236953245188
80,68,360.4040173083434,0.313236953245025
81,80,250.14627313613892,0.5716681875624086
81,82,250.14627313625533,0.571668187562111
81,92,259.4569284634199,0.5479349036052611
81,70,259.4569284641184,0.5479349036034862
81,91,360.4040173077598,0.3132369532462026
81,93,360.40401730784055,0.3132369532460396
81,69,360.4040173082626,0.313236953245188
81,71,360.4040173083434,0.313236953245025
82,81,250.14627313625533,0.571668187562111
82,83,250.14627313625533,0.571668187562111
82,93,259.4569284634199,0.5479349036052611
82,71,259.4569284641184,0.5479349036034862
82,92,360.40401730784055,0.3132369532460396
82,94,360.40401730784055,0.3132369532460396
82,72,360.4040173083434,0.313236953245025
82,70,360.4040173083434,0.313236953245025
83,82,250.14627313625533,0.571668187562111
83,84,250.14627313625533,0.571668187562111
83,94,259.4569284634199,0.5479349036052611
83,72,259.4569284641184,0.5479349036034862
83,93,360.40401730784055,0.3132369532460396
83,95,360.40401730784055,0.3132369532460396
83,71,360.4040173083434,0.313236953245025
83,73,360.4040173083434,0.313236953245025
84,85,250.14627313625533,0.571668187562111
84,83,250.14627313625533,0.571668187562111
84,95,259.4569284634199,0.5479349036052611
