aspect,B11,B12,B2,B3,B4,B8,bd_0-5,bd_15-30,bd_5-15,bsi,cec_0-5,cec_15-30,cec_5-15,clay_0-5,clay_15-30,clay_5-15,dem,evi,ndmi,ndvi,ph_0-5,ph_15-30,ph_5-15,sand_0-5,sand_15-30,sand_5-15,savi,silt_0-5,silt_15-30,silt_5-15,slope,soc_0-5,soc_15-30,soc_5-15,tpi,tri,worldcover,x,y,soc_0_30,clay_0_30,sand_0_30,silt_0_30,ph_0_30,bd_0_30,cec_0_30,twi
231.0,2445.7134,1665.7605,511.82224,746.3467,816.63055,2465.023,138.0,138.0,137.0,0.036943372,171.0,163.0,158.0,242.0,365.0,259.0,866.0,0.30816054,0.009824446,0.512224,65.0,65.0,66.0,513.0,420.0,497.0,0.29987234,245.0,215.0,244.0,3.0,18.0,7.0,10.0,-1.25,4.6666665,40.0,770692.6333651508,1455123.3977264925,9.833333,309.16666,461.16666,229.66667,65.333336,137.66667,162.66667,-1.7676055
238.0,2816.4956,2011.7433,534.9926,756.5356,955.30035,2299.0642,137.0,138.0,137.0,0.13880837,177.0,166.0,162.0,249.0,375.0,269.0,874.0,0.24087484,-0.0995707,0.4175819,65.0,65.0,66.0,502.0,408.0,483.0,0.24408263,249.0,217.0,247.0,3.0,18.0,7.0,10.0,0.375,5.0,40.0,770942.779638287,1455123.3977264925,9.833333,318.66666,448.66666,232.33333,65.333336,137.5,166.5,-1.9718869
173.0,2729.668,1945.1492,528.09314,765.38324,975.2135,2360.016,138.0,138.0,137.0,0.11791624,175.0,167.0,162.0,249.0,365.0,271.0,880.0,0.24606195,-0.06944244,0.4243189,64.0,65.0,65.0,505.0,419.0,486.0,0.2502605,246.0,217.0,243.0,3.0,18.0,7.0,10.0,3.25,3.7777777,40.0,771192.9259114233,1455123.3977264925,9.833333,314.33334,455.66666,230.5,64.833336,137.66667,166.66667,-1.9558823
146.0,2914.1296,2042.2164,559.627,849.5916,1058.5842,2658.0955,138.0,138.0,137.0,0.1014418,172.0,163.0,160.0,260.0,365.0,284.0,877.0,0.27796516,-0.04562052,0.4369342,64.0,65.0,65.0,515.0,435.0,496.0,0.27950606,224.0,200.0,220.0,3.0,17.0,7.0,10.0,-1.25,2.4444444,40.0,771443.0721845595,1455123.3977264925,9.666667,320.5,468.66666,210.66667,64.833336,137.66667,163.5,-1.926585
119.0,2429.5532,1590.9325,469.46234,697.5605,827.519,2358.9602,95.0,96.0,96.0,0.06543807,93.0,97.0,92.0,156.0,238.0,175.0,863.0,0.29483384,-0.016461257,0.4677699,48.0,48.0,48.0,445.0,379.0,429.0,0.29025438,132.0,116.0,130.0,3.0,24.0,15.0,16.0,2.625,2.7777777,20.0,768941.6094531971,1454863.9407980286,16.833334,203.33333,406.66666,123.333336,48.0,95.833336,94.666664,-1.8583912
122.0,1066.141,745.0795,384.7132,536.06195,575.46515,970.91223,8.0,8.0,8.0,0.071645066,8.0,8.0,8.0,13.0,20.0,15.0,859.0,0.060426816,-0.078820184,-0.0656403,4.0,4.0,4.0,37.0,32.0,36.0,0.058719203,11.0,10.0,11.0,3.0,2.0,1.0,1.0,0.75,2.6666667,60.0,769191.7557263334,1454863.9407980286,1.1666666,17.166666,34.166668,10.5,4.0,8.0,8.0,-3.4011974
130.0,145.31876,115.728096,286.00116,369.4641,292.18613,130.8109,0.0,0.0,0.0,0.034739416,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.043282356,-0.11082576,-0.5008329,0.0,0.0,0.0,0.0,0.0,0.0,-0.04754906,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.125,1.0,30.0,769441.9019994696,1454863.9407980286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9957323
205.0,84.62057,78.72776,279.5691,363.6355,279.2466,57.912148,0.0,0.0,0.0,0.038195975,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.05742094,-0.19393079,-0.6585346,0.0,0.0,0.0,0.0,0.0,0.0,-0.062209956,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.125,0.11111111,30.0,769692.0482726059,1454863.9407980286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6888795
276.0,93.61472,86.251915,268.6826,350.87244,267.20114,64.4349,0.0,0.0,0.0,0.039261162,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.052533172,-0.18672785,-0.6154371,0.0,0.0,0.0,0.0,0.0,0.0,-0.057060342,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,0.8888889,30.0,769942.1945457421,1454863.9407980286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4011974
246.0,578.14514,395.20392,304.58835,413.9531,365.5499,542.0263,0.0,0.0,0.0,0.059738304,0.0,0.0,0.0,0.0,0.0,0.0,857.0,0.024677081,-0.116733186,-0.22606736,0.0,0.0,0.0,1.0,1.0,1.0,0.020544436,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.375,2.5555556,40.0,770192.3408188784,1454863.9407980286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.9957323
234.0,2074.4316,1328.0269,425.96396,657.57947,644.25964,2183.0486,137.0,138.0,137.0,0.025226306,147.0,144.0,139.0,227.0,342.0,245.0,861.0,0.2885401,0.013441273,0.46820962,66.0,65.0,66.0,537.0,449.0,523.0,0.28008994,236.0,210.0,232.0,2.0,18.0,7.0,10.0,-1.25,3.7777777,20.0,770442.4870920145,1454863.9407980286,9.833333,290.5,488.33334,221.66667,65.5,137.5,142.83333,-1.4519863
227.0,2441.2195,1710.2452,545.9732,768.7004,845.9269,2370.0786,138.0,139.0,137.0,0.058137003,155.0,150.0,144.0,236.0,347.0,257.0,866.0,0.28655073,-0.016243117,0.4772782,66.0,65.0,66.0,525.0,440.0,508.0,0.2775034,239.0,212.0,235.0,2.0,18.0,7.0,10.0,-1.375,3.8888888,10.0,770692.6333651508,1454863.9407980286,9.833333,298.5,476.83334,224.16667,65.5,138.16667,148.83333,-1.4328029
238.0,2507.0671,1859.2633,508.639,684.86346,851.89075,1947.2644,138.0,139.0,137.0,0.156377,157.0,151.0,145.0,237.0,350.0,257.0,872.0,0.20691359,-0.12765883,0.39346203,65.0,65.0,66.0,524.0,439.0,504.0,0.20993632,240.0,212.0,238.0,3.0,18.0,7.0,10.0,-0.375,3.6666667,40.0,770942.779638287,1454863.9407980286,9.833333,300.16666,474.83334,225.33333,65.333336,138.16667,150.0,-2.031383
161.0,3189.5825,2408.6335,634.6788,890.7618,1266.1642,2370.6216,138.0,137.0,136.0,0.19034557,163.0,157.0,152.0,246.0,357.0,270.0,877.0,0.18469006,-0.14528032,0.31768894,64.0,65.0,65.0,516.0,430.0,495.0,0.19381052,238.0,213.0,235.0,3.0,18.0,7.0,11.0,2.375,2.7777777,40.0,771192.9259114233,1454863.9407980286,10.166667,309.5,466.0,224.5,64.833336,136.83333,156.33333,-2.2452948
140.0,3221.771,2422.3313,706.72876,1006.44653,1406.854,2602.0056,138.0,137.0,136.0,0.16229835,156.0,152.0,145.0,257.0,358.0,281.0,874.0,0.19531208,-0.10481916,0.31244963,64.0,65.0,65.0,524.0,445.0,504.0,0.2024905,219.0,197.0,216.0,3.0,18.0,7.0,10.0,-1.75,2.0,40.0,771443.0721845595,1454863.9407980286,9.833333,315.5,477.83334,207.0,64.833336,136.83333,150.33333,-2.2619243
129.0,2684.7034,1808.7056,516.9375,771.3701,992.541,2437.8528,136.0,137.0,137.0,0.10162216,115.0,123.0,115.0,211.0,329.0,240.0,864.0,0.26820344,-0.045915484,0.43224877,64.0,65.0,65.0,622.0,525.0,597.0,0.2703341,167.0,146.0,163.0,3.0,21.0,10.0,13.0,2.375,2.1111112,20.0,768941.6094531971,1454604.4838695647,12.833333,279.66666,565.1667,155.16667,64.833336,136.83333,119.0,-1.9373664
131.0,1539.3749,1084.2637,428.34247,606.0085,728.509,1299.3542,98.0,100.0,99.0,0.11772282,89.0,95.0,89.0,161.0,250.0,183.0,858.0,0.09219756,-0.1211538,0.060026575,48.0,49.0,49.0,464.0,392.0,445.0,0.093858086,129.0,113.0,126.0,3.0,23.0,15.0,15.0,-1.125,3.0,40.0,769191.7557263334,1454604.4838695647,16.333334,212.83333,421.66666,120.0,48.833332,99.333336,92.0,-3.4011974
135.0,159.29984,128.32547,271.7047,352.55014,281.1165,128.49182,7.0,7.0,7.0,0.054268345,6.0,7.0,6.0,11.0,18.0,13.0,855.0,-0.040684585,-0.16470258,-0.49322775,3.0,3.0,3.0,33.0,28.0,31.0,-0.044888213,9.0,8.0,9.0,2.0,1.0,1.0,1.0,-1.25,1.1111112,30.0,769441.9019994696,1454604.4838695647,1.0,15.166667,29.833334,8.5,3.0,7.0,6.5,-2.9957323
189.0,86.90845,79.73916,265.2899,342.6229,263.9411,47.51179,0.0,0.0,0.0,0.057640728,0.0,0.0,0.0,0.0,0.0,0.0,855.0,-0.0562617,-0.29912546,-0.6964955,0.0,0.0,0.0,0.0,0.0,0.0,-0.061262757,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.25,0.22222222,20.0,769692.0482726059,1454604.4838695647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6888795
243.0,102.89982,88.86348,259.45102,335.37448,255.27203,68.31708,0.0,0.0,0.0,0.044176836,0.0,0.0,0.0,0.0,0.0,0.0,856.0,-0.04971652,-0.22944126,-0.60755354,0.0,0.0,0.0,0.0,0.0,0.0,-0.05408339,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-0.375,1.2222222,30.0,769942.1945457421,1454604.4838695647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0943446
219.0,1356.059,871.4143,366.21146,527.02594,514.28827,1311.4741,97.0,100.0,99.0,0.054884396,96.0,103.0,98.0,179.0,256.0,193.0,859.0,0.143956,-0.07631935,0.076904014,49.0,49.0,50.0,431.0,369.0,419.0,0.1381978,151.0,137.0,149.0,4.0,24.0,17.0,15.0,-0.25,2.8888888,40.0,770192.3408188784,1454604.4838695647,17.5,222.16667,396.0,143.33333,49.333332,99.166664,100.166664,-3.6888795
261.0,2347.8945,1456.6079,448.10333,714.2092,706.1553,2819.8635,138.0,139.0,138.0,-0.032761574,133.0,136.0,129.0,230.0,330.0,252.0,865.0,0.3918523,0.08661037,0.5921098,65.0,65.0,66.0,540.0,463.0,523.0,0.373226,230.0,206.0,225.0,3.0,17.0,7.0,9.0,1.875,3.6666667,40.0,770442.4870920145,1454604.4838695647,9.333333,287.33334,495.83334,216.33333,65.333336,138.5,133.16667,-1.6226755
200.0,2417.3281,1561.6157,473.6902,711.5569,765.65686,2555.3455,137.0,138.0,137.0,0.02822939,135.0,137.0,129.0,233.0,332.0,257.0,869.0,0.33565658,0.018969879,0.52710164,65.0,65.0,66.0,535.0,461.0,517.0,0.32276183,231.0,208.0,226.0,2.0,17.0,7.0,10.0,1.25,3.1111112,40.0,770692.6333651508,1454604.4838695647,9.666667,290.5,492.0,217.83333,65.333336,137.5,134.0,-1.3335091
240.0,2495.3723,1716.4564,463.0707,652.0226,817.01385,2014.0435,137.0,138.0,136.0,0.1422368,138.0,138.0,130.0,234.0,338.0,257.0,872.0,0.23198545,-0.105908625,0.42670447,65.0,65.0,66.0,534.0,455.0,516.0,0.2368462,231.0,207.0,227.0,2.0,17.0,6.0,10.0,0.125,2.5555556,40.0,770942.779638287,1454604.4838695647,9.166667,293.66666,488.5,217.66667,65.333336,137.16667,135.33333,-1.5448108
192.0,2997.0752,2163.5151,574.60046,810.8333,1107.9514,2248.5793,138.0,139.0,137.0,0.18002428,143.0,140.0,131.0,233.0,341.0,258.0,875.0,0.20560183,-0.14023244,0.35733908,65.0,65.0,65.0,536.0,452.0,515.0,0.21307848,230.0,207.0,226.0,2.0,18.0,7.0,10.0,1.5,1.7777778,40.0,771192.9259114233,1454604.4838695647,9.833333,295.33334,487.0,217.16667,65.0,138.16667,137.5,-1.7222173
165.0,3070.5166,2284.7915,647.40405,923.3407,1287.0602,2448.7974,138.0,138.0,137.0,0.16195217,139.0,136.0,128.0,240.0,341.0,266.0,873.0,0.20139793,-0.10812835,0.32796386,65.0,65.0,65.0,537.0,457.0,514.0,0.20854534,223.0,202.0,220.0,3.0,18.0,7.0,10.0,-1.25,1.1111112,40.0,771443.0721845595,1454604.4838695647,9.833333,299.16666,489.33334,211.5,65.0,137.66667,133.83333,-2.2134643
